"","x"
"22597","Sedang"
"22598","Sedang"
"22599","Sedang"
"22600","Sedang"
"22601","Sedang"
"22602","Sedang"
"22603","Sedang"
"22604","Sedang"
"22605","Sedang"
"22606","Sedang"
"22607","Sedang"
"22608","Sedang"
"22609","Sedang"
"22610","Sedang"
"22611","Sedang"
"22612","Sedang"
"22613","Sedang"
"22614","Sedang"
"22615","Sedang"
"22616","Sedang"
"22617","Sedang"
"22618","Sedang"
"22619","Sedang"
"22620","Sedang"
"22621","Sedang"
"22622","Sedang"
"22623","Sedang"
"22624","Sedang"
"22625","Sedang"
"22626","Sedang"
"22627","Sedang"
"22628","Sedang"
"22629","Sedang"
"22630","Sedang"
"22631","Sedang"
"22632","Sedang"
"22633","Sedang"
"22634","Sedang"
"22635","Sedang"
"22636","Sedang"
"22637","Sedang"
"22638","Sedang"
"22639","Sedang"
"22640","Sedang"
"22641","Sedang"
"22642","Sedang"
"22643","Sedang"
"22644","Sedang"
"22645","Sedang"
"22646","Sedang"
"22647","Sedang"
"22648","Sedang"
"22649","Sedang"
"22650","Sedang"
"22651","Sedang"
"22652","Sedang"
"22653","Sedang"
"22654","Sedang"
"22655","Sedang"
"22656","Sedang"
"22657","Sedang"
"22658","Sedang"
"22659","Sedang"
"22660","Sedang"
"22661","Sedang"
"22662","Sedang"
"22663","Sedang"
"22664","Sedang"
"22665","Sedang"
"22666","Sedang"
"22667","Sedang"
"22668","Sedang"
"22669","Sedang"
"22670","Sedang"
"22671","Sedang"
"22672","Sedang"
"22673","Sedang"
"22674","Sedang"
"22675","Sedang"
"22676","Sedang"
"22677","Sedang"
"22678","Sedang"
"22679","Sedang"
"22680","Sedang"
"22681","Sedang"
"22682","Sedang"
"22683","Sedang"
"22684","Sedang"
"22685","Sedang"
"22686","Sedang"
"22687","Sedang"
"22688","Sedang"
"22689","Sedang"
"22690","Sedang"
"22691","Sedang"
"22692","Sedang"
"22693","Sedang"
"22694","Sedang"
"22695","Sedang"
"22696","Sedang"
"22697","Sedang"
"22698","Sedang"
"22699","Sedang"
"22700","Sedang"
"22701","Sedang"
"22702","Sedang"
"22703","Sedang"
"22704","Sedang"
"22705","Sedang"
"22706","Sedang"
"22707","Sedang"
"22708","Sedang"
"22709","Sedang"
"22710","Sedang"
"22711","Sedang"
"22712","Sedang"
"22713","Sedang"
"22714","Sedang"
"22715","Sedang"
"22716","Sedang"
"22717","Sedang"
"22718","Sedang"
"22719","Sedang"
"22720","Sedang"
"22721","Sedang"
"22722","Sedang"
"22723","Sedang"
"22724","Sedang"
"22725","Sedang"
"22726","Sedang"
"22727","Sedang"
"22728","Sedang"
"22729","Sedang"
"22730","Sedang"
"22731","Sedang"
"22732","Sedang"
"22733","Sedang"
"22734","Sedang"
"22735","Sedang"
"22736","Sedang"
"22737","Sedang"
"22738","Sedang"
"22739","Sedang"
"22740","Sedang"
"22741","Sedang"
"22742","Sedang"
"22743","Sedang"
"22744","Sedang"
"22745","Sedang"
"22746","Sedang"
"22747","Sedang"
"22748","Sedang"
"22749","Sedang"
"22750","Sedang"
"22751","Sedang"
"22752","Sedang"
"22753","Sedang"
"22754","Sedang"
"22755","Sedang"
"22756","Sedang"
"22757","Sedang"
"22758","Sedang"
"22759","Sedang"
"22760","Sedang"
"22761","Sedang"
"22762","Sedang"
"22763","Sedang"
"22764","Sedang"
"22765","Sedang"
"22766","Sedang"
"22767","Sedang"
"22768","Sedang"
"22769","Sedang"
"22770","Sedang"
"22771","Sedang"
"22772","Sedang"
"22773","Sedang"
"22774","Sedang"
"22775","Sedang"
"22776","Sedang"
"22777","Sedang"
"22778","Sedang"
"22779","Sedang"
"22780","Sedang"
"22781","Sedang"
"22782","Sedang"
"22783","Sedang"
"22784","Sedang"
"22785","Sedang"
"22786","Sedang"
"22787","Sedang"
"22788","Sedang"
"22789","Sedang"
"22790","Sedang"
"22791","Sedang"
"22792","Sedang"
"22793","Sedang"
"22794","Sedang"
"22795","Sedang"
"22796","Sedang"
"22797","Sedang"
"22798","Sedang"
"22799","Sedang"
"22800","Sedang"
"22801","Sedang"
"22802","Sedang"
"22803","Sedang"
"22804","Sedang"
"22805","Sedang"
"22806","Sedang"
"22807","Sedang"
"22808","Sedang"
"22809","Sedang"
"22810","Sedang"
"22811","Sedang"
"22812","Sedang"
"22813","Sedang"
"22814","Sedang"
"22815","Sedang"
"22816","Sedang"
"22817","Sedang"
"22818","Sedang"
"22819","Sedang"
"22820","Sedang"
"22821","Sedang"
"22822","Sedang"
"22823","Sedang"
"22824","Sedang"
"22825","Sedang"
"22826","Sedang"
"22827","Sedang"
"22828","Sedang"
"22829","Sedang"
"22830","Sedang"
"22831","Sedang"
"22832","Sedang"
"22833","Sedang"
"22834","Sedang"
"22835","Sedang"
"22836","Sedang"
"22837","Sedang"
"22838","Sedang"
"22839","Sedang"
"22840","Sedang"
"22841","Sedang"
"22842","Sedang"
"22843","Sedang"
"22844","Sedang"
"22845","Sedang"
"22846","Sedang"
"22847","Sedang"
"22848","Sedang"
"22849","Sedang"
"22850","Sedang"
"22851","Sedang"
"22852","Sedang"
"22853","Sedang"
"22854","Sedang"
"22855","Sedang"
"22856","Sedang"
"22857","Sedang"
"22858","Sedang"
"22859","Sedang"
"22860","Sedang"
"22861","Sedang"
"22862","Sedang"
"22863","Sedang"
"22864","Sedang"
"22865","Sedang"
"22866","Sedang"
"22867","Sedang"
"22868","Sedang"
"22869","Sedang"
"22870","Sedang"
"22871","Sedang"
"22872","Sedang"
"22873","Sedang"
"22874","Sedang"
"22875","Sedang"
"22876","Sedang"
"22877","Sedang"
"22878","Sedang"
"22879","Sedang"
"22880","Sedang"
"22881","Sedang"
"22882","Sedang"
"22883","Sedang"
"22884","Sedang"
"22885","Sedang"
"22886","Sedang"
"22887","Sedang"
"22888","Sedang"
"22889","Sedang"
"22890","Sedang"
"22891","Sedang"
"22892","Sedang"
"22893","Sedang"
"22894","Sedang"
"22895","Sedang"
"22896","Sedang"
"22897","Sedang"
"22898","Sedang"
"22899","Sedang"
"22900","Sedang"
"22901","Sedang"
"22902","Sedang"
"22903","Sedang"
"22904","Sedang"
"22905","Sedang"
"22906","Sedang"
"22907","Sedang"
"22908","Sedang"
"22909","Sedang"
"22910","Sedang"
"22911","Sedang"
"22912","Sedang"
"22913","Sedang"
"22914","Sedang"
"22915","Sedang"
"22916","Sedang"
"22917","Sedang"
"22918","Sedang"
"22919","Sedang"
"22920","Sedang"
"22921","Sedang"
"22922","Sedang"
"22923","Sedang"
"22924","Sedang"
"22925","Sedang"
"22926","Sedang"
"22927","Sedang"
"22928","Sedang"
"22929","Sedang"
"22930","Sedang"
"22931","Sedang"
"22932","Sedang"
"22933","Sedang"
"22934","Sedang"
"22935","Sedang"
"22936","Sedang"
"22937","Sedang"
"22938","Sedang"
"22939","Sedang"
"22940","Sedang"
"22941","Sedang"
"22942","Sedang"
"22943","Sedang"
"22944","Sedang"
"22945","Sedang"
"22946","Sedang"
"22947","Sedang"
"22948","Sedang"
"22949","Sedang"
"22950","Sedang"
"22951","Sedang"
"22952","Sedang"
"22953","Sedang"
"22954","Sedang"
"22955","Sedang"
"22956","Sedang"
"22957","Sedang"
"22958","Sedang"
"22959","Sedang"
"22960","Sedang"
"22961","Sedang"
"22962","Sedang"
"22963","Sedang"
"22964","Sedang"
"22965","Sedang"
"22966","Sedang"
"22967","Sedang"
"22968","Sedang"
"22969","Sedang"
"22970","Sedang"
"22971","Sedang"
"22972","Sedang"
"22973","Sedang"
"22974","Sedang"
"22975","Sedang"
"22976","Sedang"
"22977","Sedang"
"22978","Sedang"
"22979","Sedang"
"22980","Sedang"
"22981","Sedang"
"22982","Sedang"
"22983","Sedang"
"22984","Sedang"
"22985","Sedang"
"22986","Sedang"
"22987","Sedang"
"22988","Sedang"
"22989","Sedang"
"22990","Sedang"
"22991","Sedang"
"22992","Sedang"
"22993","Sedang"
"22994","Sedang"
"22995","Sedang"
"22996","Sedang"
"22997","Sedang"
"22998","Sedang"
"22999","Sedang"
"23000","Sedang"
"23001","Sedang"
"23002","Sedang"
"23003","Sedang"
"23004","Sedang"
"23005","Sedang"
"23006","Sedang"
"23007","Sedang"
"23008","Sedang"
"23009","Sedang"
"23010","Sedang"
"23011","Sedang"
"23012","Sedang"
"23013","Sedang"
"23014","Sedang"
"23015","Sedang"
"23016","Sedang"
"23017","Sedang"
"23018","Sedang"
"23019","Sedang"
"23020","Sedang"
"23021","Sedang"
"23022","Sedang"
"23023","Sedang"
"23024","Sedang"
"23025","Sedang"
"23026","Sedang"
"23027","Sedang"
"23028","Sedang"
"23029","Sedang"
"23030","Sedang"
"23031","Sedang"
"23032","Sedang"
"23033","Sedang"
"23034","Sedang"
"23035","Sedang"
"23036","Sedang"
"23037","Sedang"
"23038","Sedang"
"23039","Sedang"
"23040","Sedang"
"23041","Sedang"
"23042","Sedang"
"23043","Sedang"
"23044","Sedang"
"23045","Sedang"
"23046","Sedang"
"23047","Sedang"
"23048","Sedang"
"23049","Sedang"
"23050","Sedang"
"23051","Sedang"
"23052","Sedang"
"23053","Sedang"
"23054","Sedang"
"23055","Sedang"
"23056","Sedang"
"23057","Sedang"
"23058","Sedang"
"23059","Sedang"
"23060","Sedang"
"23061","Sedang"
"23062","Sedang"
"23063","Sedang"
"23064","Sedang"
"23065","Sedang"
"23066","Sedang"
"23067","Sedang"
"23068","Sedang"
"23069","Sedang"
"23070","Sedang"
"23071","Sedang"
"23072","Sedang"
"23073","Sedang"
"23074","Sedang"
"23075","Sedang"
"23076","Sedang"
"23077","Sedang"
"23078","Sedang"
"23079","Sedang"
"23080","Sedang"
"23081","Sedang"
"23082","Sedang"
"23083","Sedang"
"23084","Sedang"
"23085","Sedang"
"23086","Sedang"
"23087","Sedang"
"23088","Sedang"
"23089","Sedang"
"23090","Sedang"
"23091","Sedang"
"23092","Sedang"
"23093","Sedang"
"23094","Sedang"
"23095","Sedang"
"23096","Sedang"
"23097","Sedang"
"23098","Sedang"
"23099","Sedang"
"23100","Sedang"
"23101","Sedang"
"23102","Sedang"
"23103","Sedang"
"23104","Sedang"
"23105","Sedang"
"23106","Sedang"
"23107","Sedang"
"23108","Sedang"
"23109","Sedang"
"23110","Sedang"
"23111","Sedang"
"23112","Sedang"
"23113","Sedang"
"23114","Sedang"
"23115","Sedang"
"23116","Sedang"
"23117","Sedang"
"23118","Sedang"
"23119","Sedang"
"23120","Sedang"
"23121","Sedang"
"23122","Sedang"
"23123","Sedang"
"23124","Sedang"
"23125","Sedang"
"23126","Sedang"
"23127","Sedang"
"23128","Sedang"
"23129","Sedang"
"23130","Sedang"
"23131","Sedang"
"23132","Sedang"
"23133","Sedang"
"23134","Sedang"
"23135","Sedang"
"23136","Sedang"
"23137","Sedang"
"23138","Sedang"
"23139","Sedang"
"23140","Sedang"
"23141","Sedang"
"23142","Sedang"
"23143","Sedang"
"23144","Sedang"
"23145","Sedang"
"23146","Sedang"
"23147","Sedang"
"23148","Sedang"
"23149","Sedang"
"23150","Sedang"
"23151","Sedang"
"23152","Sedang"
"23153","Sedang"
"23154","Sedang"
"23155","Sedang"
"23156","Sedang"
"23157","Sedang"
"23158","Sedang"
"23159","Sedang"
"23160","Sedang"
"23161","Sedang"
"23162","Sedang"
"23163","Sedang"
"23164","Sedang"
"23165","Sedang"
"23166","Sedang"
"23167","Sedang"
"23168","Sedang"
"23169","Sedang"
"23170","Sedang"
"23171","Sedang"
"23172","Sedang"
"23173","Sedang"
"23174","Sedang"
"23175","Sedang"
"23176","Sedang"
"23177","Sedang"
"23178","Sedang"
"23179","Sedang"
"23180","Sedang"
"23181","Sedang"
"23182","Sedang"
"23183","Sedang"
"23184","Sedang"
"23185","Sedang"
"23186","Sedang"
"23187","Sedang"
"23188","Sedang"
"23189","Sedang"
"23190","Sedang"
"23191","Sedang"
"23192","Sedang"
"23193","Sedang"
"23194","Sedang"
"23195","Sedang"
"23196","Sedang"
"23197","Sedang"
"23198","Sedang"
"23199","Sedang"
"23200","Sedang"
"23201","Sedang"
"23202","Sedang"
"23203","Sedang"
"23204","Sedang"
"23205","Sedang"
"23206","Sedang"
"23207","Sedang"
"23208","Sedang"
"23209","Sedang"
"23210","Sedang"
"23211","Sedang"
"23212","Sedang"
"23213","Sedang"
"23214","Sedang"
"23215","Sedang"
"23216","Sedang"
"23217","Sedang"
"23218","Sedang"
"23219","Sedang"
"23220","Sedang"
"23221","Sedang"
"23222","Sedang"
"23223","Sedang"
"23224","Sedang"
"23225","Sedang"
"23226","Sedang"
"23227","Sedang"
"23228","Sedang"
"23229","Sedang"
"23230","Sedang"
"23231","Sedang"
"23232","Sedang"
"23233","Sedang"
"23234","Sedang"
"23235","Sedang"
"23236","Sedang"
"23237","Sedang"
"23238","Sedang"
"23239","Sedang"
"23240","Sedang"
"23241","Sedang"
"23242","Sedang"
"23243","Sedang"
"23244","Sedang"
"23245","Sedang"
"23246","Sedang"
"23247","Sedang"
"23248","Sedang"
"23249","Sedang"
"23250","Sedang"
"23251","Sedang"
"23252","Sedang"
"23253","Sedang"
"23254","Sedang"
"23255","Sedang"
"23256","Sedang"
"23257","Sedang"
"23258","Sedang"
"23259","Sedang"
"23260","Sedang"
"23261","Sedang"
"23262","Sedang"
"23263","Sedang"
"23264","Sedang"
"23265","Sedang"
"23266","Sedang"
"23267","Sedang"
"23268","Sedang"
"23269","Sedang"
"23270","Sedang"
"23271","Sedang"
"23272","Sedang"
"23273","Sedang"
"23274","Sedang"
"23275","Sedang"
"23276","Sedang"
"23277","Sedang"
"23278","Sedang"
"23279","Sedang"
"23280","Sedang"
"23281","Sedang"
"23282","Sedang"
"23283","Sedang"
"23284","Sedang"
"23285","Sedang"
"23286","Sedang"
"23287","Sedang"
"23288","Sedang"
"23289","Sedang"
"23290","Sedang"
"23291","Sedang"
"23292","Sedang"
"23293","Sedang"
"23294","Sedang"
"23295","Sedang"
"23296","Sedang"
"23297","Sedang"
"23298","Sedang"
"23299","Sedang"
"23300","Sedang"
"23301","Sedang"
"23302","Sedang"
"23303","Sedang"
"23304","Sedang"
"23305","Sedang"
"23306","Sedang"
"23307","Sedang"
"23308","Sedang"
"23309","Sedang"
"23310","Sedang"
"23311","Sedang"
"23312","Sedang"
"23313","Sedang"
"23314","Sedang"
"23315","Sedang"
"23316","Sedang"
"23317","Sedang"
"23318","Sedang"
"23319","Sedang"
"23320","Sedang"
"23321","Sedang"
"23322","Sedang"
"23323","Sedang"
"23324","Sedang"
"23325","Sedang"
"23326","Sedang"
"23327","Sedang"
"23328","Sedang"
"23329","Sedang"
"23330","Sedang"
"23331","Sedang"
"23332","Sedang"
"23333","Sedang"
"23334","Sedang"
"23335","Sedang"
"23336","Sedang"
"23337","Sedang"
"23338","Sedang"
"23339","Sedang"
"23340","Sedang"
"23341","Sedang"
"23342","Sedang"
"23343","Sedang"
"23344","Sedang"
"23345","Sedang"
"23346","Sedang"
"23347","Sedang"
"23348","Sedang"
"23349","Sedang"
"23350","Sedang"
"23351","Sedang"
"23352","Sedang"
"23353","Sedang"
"23354","Sedang"
"23355","Sedang"
"23356","Sedang"
"23357","Sedang"
"23358","Sedang"
"23359","Sedang"
"23360","Sedang"
"23361","Sedang"
"23362","Sedang"
"23363","Sedang"
"23364","Sedang"
"23365","Sedang"
"23366","Sedang"
"23367","Sedang"
"23368","Sedang"
"23369","Sedang"
"23370","Sedang"
"23371","Sedang"
"23372","Sedang"
"23373","Sedang"
"23374","Sedang"
"23375","Sedang"
"23376","Sedang"
"23377","Sedang"
"23378","Sedang"
"23379","Sedang"
"23380","Sedang"
"23381","Sedang"
"23382","Sedang"
"23383","Sedang"
"23384","Sedang"
"23385","Sedang"
"23386","Sedang"
"23387","Sedang"
"23388","Sedang"
"23389","Sedang"
"23390","Sedang"
"23391","Sedang"
"23392","Sedang"
"23393","Sedang"
"23394","Sedang"
"23395","Sedang"
"23396","Sedang"
"23397","Sedang"
"23398","Sedang"
"23399","Sedang"
"23400","Sedang"
"23401","Sedang"
"23402","Sedang"
"23403","Sedang"
"23404","Sedang"
"23405","Sedang"
"23406","Sedang"
"23407","Sedang"
"23408","Sedang"
"23409","Sedang"
"23410","Sedang"
"23411","Sedang"
"23412","Sedang"
"23413","Sedang"
"23414","Sedang"
"23415","Sedang"
"23416","Sedang"
"23417","Sedang"
"23418","Sedang"
"23419","Sedang"
"23420","Sedang"
"23421","Sedang"
"23422","Sedang"
"23423","Sedang"
"23424","Sedang"
"23425","Sedang"
"23426","Sedang"
"23427","Sedang"
"23428","Sedang"
"23429","Sedang"
"23430","Sedang"
"23431","Sedang"
"23432","Sedang"
"23433","Sedang"
"23434","Sedang"
"23435","Sedang"
"23436","Sedang"
"23437","Sedang"
"23438","Sedang"
"23439","Sedang"
"23440","Sedang"
"23441","Sedang"
"23442","Sedang"
"23443","Sedang"
"23444","Sedang"
"23445","Sedang"
"23446","Sedang"
"23447","Sedang"
"23448","Sedang"
"23449","Sedang"
"23450","Sedang"
"23451","Sedang"
"23452","Sedang"
"23453","Sedang"
"23454","Sedang"
"23455","Sedang"
"23456","Sedang"
"23457","Sedang"
"23458","Sedang"
"23459","Sedang"
"23460","Sedang"
"23461","Sedang"
"23462","Sedang"
"23463","Sedang"
"23464","Sedang"
"23465","Sedang"
"23466","Sedang"
"23467","Sedang"
"23468","Sedang"
"23469","Sedang"
"23470","Sedang"
"23471","Sedang"
"23472","Sedang"
"23473","Sedang"
"23474","Sedang"
"23475","Sedang"
"23476","Sedang"
"23477","Sedang"
"23478","Sedang"
"23479","Sedang"
"23480","Sedang"
"23481","Sedang"
"23482","Sedang"
"23483","Sedang"
"23484","Sedang"
"23485","Sedang"
"23486","Sedang"
"23487","Sedang"
"23488","Sedang"
"23489","Sedang"
"23490","Sedang"
"23491","Sedang"
"23492","Sedang"
"23493","Sedang"
"23494","Sedang"
"23495","Sedang"
"23496","Sedang"
"23497","Sedang"
"23498","Sedang"
"23499","Sedang"
"23500","Sedang"
"23501","Sedang"
"23502","Sedang"
"23503","Sedang"
"23504","Sedang"
"23505","Sedang"
"23506","Sedang"
"23507","Sedang"
"23508","Sedang"
"23509","Sedang"
"23510","Sedang"
"23511","Sedang"
"23512","Sedang"
"23513","Sedang"
"23514","Sedang"
"23515","Sedang"
"23516","Sedang"
"23517","Sedang"
"23518","Sedang"
"23519","Sedang"
"23520","Sedang"
"23521","Sedang"
"23522","Sedang"
"23523","Sedang"
"23524","Sedang"
"23525","Sedang"
"23526","Sedang"
"23527","Sedang"
"23528","Sedang"
"23529","Sedang"
"23530","Sedang"
"23531","Sedang"
"23532","Sedang"
"23533","Sedang"
"23534","Sedang"
"23535","Sedang"
"23536","Sedang"
"23537","Sedang"
"23538","Sedang"
"23539","Sedang"
"23540","Sedang"
"23541","Sedang"
"23542","Sedang"
"23543","Sedang"
"23544","Sedang"
"23545","Sedang"
"23546","Sedang"
"23547","Sedang"
"23548","Sedang"
"23549","Sedang"
"23550","Sedang"
"23551","Sedang"
"23552","Sedang"
"23553","Sedang"
"23554","Sedang"
"23555","Sedang"
"23556","Sedang"
"23557","Sedang"
"23558","Sedang"
"23559","Sedang"
"23560","Sedang"
"23561","Sedang"
"23562","Sedang"
"23563","Sedang"
"23564","Sedang"
"23565","Sedang"
"23566","Sedang"
"23567","Sedang"
"23568","Sedang"
"23569","Sedang"
"23570","Sedang"
"23571","Sedang"
"23572","Sedang"
"23573","Sedang"
"23574","Sedang"
"23575","Sedang"
"23576","Sedang"
"23577","Sedang"
"23578","Sedang"
"23579","Sedang"
"23580","Sedang"
"23581","Sedang"
"23582","Sedang"
"23583","Sedang"
"23584","Sedang"
"23585","Sedang"
"23586","Sedang"
"23587","Sedang"
"23588","Sedang"
"23589","Sedang"
"23590","Sedang"
"23591","Sedang"
"23592","Sedang"
"23593","Sedang"
"23594","Sedang"
"23595","Sedang"
"23596","Sedang"
"23597","Sedang"
"23598","Sedang"
"23599","Sedang"
"23600","Sedang"
"23601","Sedang"
"23602","Sedang"
"23603","Sedang"
"23604","Sedang"
"23605","Sedang"
"23606","Sedang"
"23607","Sedang"
"23608","Sedang"
"23609","Sedang"
"23610","Sedang"
"23611","Sedang"
"23612","Sedang"
"23613","Sedang"
"23614","Sedang"
"23615","Sedang"
"23616","Sedang"
"23617","Sedang"
"23618","Sedang"
"23619","Sedang"
"23620","Sedang"
"23621","Sedang"
"23622","Sedang"
"23623","Sedang"
"23624","Sedang"
"23625","Sedang"
"23626","Sedang"
"23627","Sedang"
"23628","Sedang"
"23629","Sedang"
"23630","Sedang"
"23631","Sedang"
"23632","Sedang"
"23633","Sedang"
"23634","Sedang"
"23635","Sedang"
"23636","Sedang"
"23637","Sedang"
"23638","Sedang"
"23639","Sedang"
"23640","Sedang"
"23641","Sedang"
"23642","Sedang"
"23643","Sedang"
"23644","Sedang"
"23645","Sedang"
"23646","Sedang"
"23647","Sedang"
"23648","Sedang"
"23649","Sedang"
"23650","Sedang"
"23651","Sedang"
"23652","Sedang"
"23653","Sedang"
"23654","Sedang"
"23655","Sedang"
"23656","Sedang"
"23657","Sedang"
"23658","Sedang"
"23659","Sedang"
"23660","Sedang"
"23661","Sedang"
"23662","Sedang"
"23663","Sedang"
"23664","Sedang"
"23665","Sedang"
"23666","Sedang"
"23667","Sedang"
"23668","Sedang"
"23669","Sedang"
"23670","Sedang"
"23671","Sedang"
"23672","Sedang"
"23673","Sedang"
"23674","Sedang"
"23675","Sedang"
"23676","Sedang"
"23677","Sedang"
"23678","Sedang"
"23679","Sedang"
"23680","Sedang"
"23681","Sedang"
"23682","Sedang"
"23683","Sedang"
"23684","Sedang"
"23685","Sedang"
"23686","Sedang"
"23687","Sedang"
"23688","Sedang"
"23689","Sedang"
"23690","Sedang"
"23691","Sedang"
"23692","Sedang"
"23693","Sedang"
"23694","Sedang"
"23695","Sedang"
"23696","Sedang"
"23697","Sedang"
"23698","Sedang"
"23699","Sedang"
"23700","Sedang"
"23701","Sedang"
"23702","Sedang"
"23703","Sedang"
"23704","Sedang"
"23705","Sedang"
"23706","Sedang"
"23707","Sedang"
"23708","Sedang"
"23709","Sedang"
"23710","Sedang"
"23711","Sedang"
"23712","Sedang"
"23713","Sedang"
"23714","Sedang"
"23715","Sedang"
"23716","Sedang"
"23717","Sedang"
"23718","Sedang"
"23719","Sedang"
"23720","Sedang"
"23721","Sedang"
"23722","Sedang"
"23723","Sedang"
"23724","Sedang"
"23725","Sedang"
"23726","Sedang"
"23727","Sedang"
"23728","Sedang"
"23729","Sedang"
"23730","Sedang"
"23731","Sedang"
"23732","Sedang"
"23733","Sedang"
"23734","Sedang"
"23735","Sedang"
"23736","Sedang"
"23737","Sedang"
"23738","Sedang"
"23739","Sedang"
"23740","Sedang"
"23741","Sedang"
"23742","Sedang"
"23743","Sedang"
"23744","Sedang"
"23745","Sedang"
"23746","Sedang"
"23747","Sedang"
"23748","Sedang"
"23749","Sedang"
"23750","Sedang"
"23751","Sedang"
"23752","Sedang"
"23753","Sedang"
"23754","Sedang"
"23755","Sedang"
"23756","Sedang"
"23757","Sedang"
"23758","Sedang"
"23759","Sedang"
"23760","Sedang"
"23761","Sedang"
"23762","Sedang"
"23763","Sedang"
"23764","Sedang"
"23765","Sedang"
"23766","Sedang"
"23767","Sedang"
"23768","Sedang"
"23769","Sedang"
"23770","Sedang"
"23771","Sedang"
"23772","Sedang"
"23773","Sedang"
"23774","Sedang"
"23775","Sedang"
"23776","Sedang"
"23777","Sedang"
"23778","Sedang"
"23779","Sedang"
"23780","Sedang"
"23781","Sedang"
"23782","Sedang"
"23783","Sedang"
"23784","Sedang"
"23785","Sedang"
"23786","Sedang"
"23787","Sedang"
"23788","Sedang"
"23789","Sedang"
"23790","Sedang"
"23791","Sedang"
"23792","Sedang"
"23793","Sedang"
"23794","Sedang"
"23795","Sedang"
"23796","Sedang"
"23797","Sedang"
"23798","Sedang"
"23799","Sedang"
"23800","Sedang"
"23801","Sedang"
"23802","Sedang"
"23803","Sedang"
"23804","Sedang"
"23805","Sedang"
"23806","Sedang"
"23807","Sedang"
"23808","Sedang"
"23809","Sedang"
"23810","Sedang"
"23811","Sedang"
"23812","Sedang"
"23813","Sedang"
"23814","Sedang"
"23815","Sedang"
"23816","Sedang"
"23817","Sedang"
"23818","Sedang"
"23819","Sedang"
"23820","Sedang"
"23821","Sedang"
"23822","Sedang"
"23823","Sedang"
"23824","Sedang"
"23825","Sedang"
"23826","Sedang"
"23827","Sedang"
"23828","Sedang"
"23829","Sedang"
"23830","Sedang"
"23831","Sedang"
"23832","Sedang"
"23833","Sedang"
"23834","Sedang"
"23835","Sedang"
"23836","Sedang"
"23837","Sedang"
"23838","Sedang"
"23839","Sedang"
"23840","Sedang"
"23841","Sedang"
"23842","Sedang"
"23843","Sedang"
"23844","Sedang"
"23845","Sedang"
"23846","Sedang"
"23847","Sedang"
"23848","Sedang"
"23849","Sedang"
"23850","Sedang"
"23851","Sedang"
"23852","Sedang"
"23853","Sedang"
"23854","Sedang"
"23855","Sedang"
"23856","Sedang"
"23857","Sedang"
"23858","Sedang"
"23859","Sedang"
"23860","Sedang"
"23861","Sedang"
"23862","Sedang"
"23863","Sedang"
"23864","Sedang"
"23865","Sedang"
"23866","Sedang"
"23867","Sedang"
"23868","Sedang"
"23869","Sedang"
"23870","Sedang"
"23871","Sedang"
"23872","Sedang"
"23873","Sedang"
"23874","Sedang"
"23875","Sedang"
"23876","Sedang"
"23877","Sedang"
"23878","Sedang"
"23879","Sedang"
"23880","Sedang"
"23881","Sedang"
"23882","Sedang"
"23883","Sedang"
"23884","Sedang"
"23885","Sedang"
"23886","Sedang"
"23887","Sedang"
"23888","Sedang"
"23889","Sedang"
"23890","Sedang"
"23891","Sedang"
"23892","Sedang"
"23893","Sedang"
"23894","Sedang"
"23895","Sedang"
"23896","Sedang"
"23897","Sedang"
"23898","Sedang"
"23899","Sedang"
"23900","Sedang"
"23901","Sedang"
"23902","Sedang"
"23903","Sedang"
"23904","Sedang"
"23905","Sedang"
"23906","Sedang"
"23907","Sedang"
"23908","Sedang"
"23909","Sedang"
"23910","Sedang"
"23911","Sedang"
"23912","Sedang"
"23913","Sedang"
"23914","Sedang"
"23915","Sedang"
"23916","Sedang"
"23917","Sedang"
"23918","Sedang"
"23919","Sedang"
"23920","Sedang"
"23921","Sedang"
"23922","Sedang"
"23923","Sedang"
"23924","Sedang"
"23925","Sedang"
"23926","Sedang"
"23927","Sedang"
"23928","Sedang"
"23929","Sedang"
"23930","Sedang"
"23931","Sedang"
"23932","Sedang"
"23933","Sedang"
"23934","Sedang"
"23935","Sedang"
"23936","Sedang"
"23937","Sedang"
"23938","Sedang"
"23939","Sedang"
"23940","Sedang"
"23941","Sedang"
"23942","Sedang"
"23943","Sedang"
"23944","Sedang"
"23945","Sedang"
"23946","Sedang"
"23947","Sedang"
"23948","Sedang"
"23949","Sedang"
"23950","Sedang"
"23951","Sedang"
"23952","Sedang"
"23953","Sedang"
"23954","Sedang"
"23955","Sedang"
"23956","Sedang"
"23957","Sedang"
"23958","Sedang"
"23959","Sedang"
"23960","Sedang"
"23961","Sedang"
"23962","Sedang"
"23963","Sedang"
"23964","Sedang"
"23965","Sedang"
"23966","Sedang"
"23967","Sedang"
"23968","Sedang"
"23969","Sedang"
"23970","Sedang"
"23971","Sedang"
"23972","Sedang"
"23973","Sedang"
"23974","Sedang"
"23975","Sedang"
"23976","Sedang"
"23977","Sedang"
"23978","Sedang"
"23979","Sedang"
"23980","Sedang"
"23981","Sedang"
"23982","Sedang"
"23983","Sedang"
"23984","Sedang"
"23985","Sedang"
"23986","Sedang"
"23987","Sedang"
"23988","Sedang"
"23989","Sedang"
"23990","Sedang"
"23991","Sedang"
"23992","Sedang"
"23993","Sedang"
"23994","Sedang"
"23995","Sedang"
